Order ID,Date,Customer Name,Product Name,Category,Quantity,Price,Total Sales,Gender
100134,12-01-2024,Customer_34,Microwave,Home Appliances,5,12000,60000,Female
100135,12-01-2024,Customer_99,Book,Stationery,5,500,2500,Male
100136,12-01-2024,Customer_148,Laptop,Electronics,4,55000,220000,Male
100137,12-01-2024,Customer_237,Book,Stationery,4,500,2000,Male
100138,12-01-2024,Customer_349,Washing Machine,Home Appliances,2,22000,44000,Female
100139,12-01-2024,Customer_339,Laptop,Electronics,1,55000,55000,Female
100140,12-01-2024,Customer_312,Headphones,Electronics,5,2500,12500,Female
100141,13-01-2024,Customer_276,T-Shirt,Fashion,4,1200,4800,Female
100142,13-01-2024,Customer_214,Book,Stationery,1,500,500,Female
100143,13-01-2024,Customer_262,Jeans,Fashion,2,2500,5000,Male
100144,13-01-2024,Customer_303,Jeans,Fashion,5,2500,12500,Male
100145,13-01-2024,Customer_330,Jeans,Fashion,1,2500,2500,Male
100146,13-01-2024,Customer_254,Laptop,Electronics,5,55000,275000,Male
100147,13-01-2024,Customer_299,Book,Stationery,2,500,1000,Female
100148,13-01-2024,Customer_18,Mixer Grinder,Home Appliances,3,4500,13500,Male
100149,13-01-2024,Customer_203,Laptop,Electronics,4,55000,220000,Male
100150,13-01-2024,Customer_181,T-Shirt,Fashion,4,1200,4800,Male
100151,13-01-2024,Customer_251,Microwave,Home Appliances,4,12000,48000,Female
100152,13-01-2024,Customer_329,Headphones,Electronics,5,2500,12500,Male
100153,13-01-2024,Customer_256,Headphones,Electronics,3,2500,7500,Female
100154,13-01-2024,Customer_282,Headphones,Electronics,2,2500,5000,Female
100155,14-01-2024,Customer_214,Mixer Grinder,Home Appliances,5,4500,22500,Female
100156,14-01-2024,Customer_270,Mobile,Electronics,5,15000,75000,Female
100157,14-01-2024,Customer_227,Microwave,Home Appliances,1,12000,12000,Male
100158,14-01-2024,Customer_310,Jeans,Fashion,4,2500,10000,Female
100159,14-01-2024,Customer_340,Jeans,Fashion,3,2500,7500,Female
100160,14-01-2024,Customer_94,Shoes,Fashion,1,3000,3000,Female
100161,14-01-2024,Customer_284,Jeans,Fashion,4,2500,10000,Male
100162,14-01-2024,Customer_214,Book,Stationery,5,500,2500,Female
100163,14-01-2024,Customer_69,Microwave,Home Appliances,5,12000,60000,Male
100164,15-01-2024,Customer_344,Microwave,Home Appliances,1,12000,12000,Male
100165,15-01-2024,Customer_73,Washing Machine,Home Appliances,1,22000,22000,Male
100166,15-01-2024,Customer_222,Mixer Grinder,Home Appliances,3,4500,13500,Female
100167,15-01-2024,Customer_334,Microwave,Home Appliances,5,12000,60000,Male
100168,15-01-2024,Customer_271,T-Shirt,Fashion,4,1200,4800,Male
100169,15-01-2024,Customer_168,Mobile,Electronics,3,15000,45000,Female
100170,15-01-2024,Customer_154,Washing Machine,Home Appliances,3,22000,66000,Male
100171,15-01-2024,Customer_25,Mixer Grinder,Home Appliances,4,4500,18000,Male
100172,15-01-2024,Customer_213,Mixer Grinder,Home Appliances,1,4500,4500,Male
100173,15-01-2024,Customer_161,Mixer Grinder,Home Appliances,5,4500,22500,Male
100174,15-01-2024,Customer_110,Microwave,Home Appliances,3,12000,36000,Male
100175,15-01-2024,Customer_132,Book,Stationery,2,500,1000,Male
100176,16-01-2024,Customer_5,Jeans,Fashion,3,2500,7500,Male
100177,16-01-2024,Customer_154,Jeans,Fashion,5,2500,12500,Male
100178,16-01-2024,Customer_23,Shoes,Fashion,2,3000,6000,Female
100179,16-01-2024,Customer_160,Mobile,Electronics,1,15000,15000,Male
100180,16-01-2024,Customer_247,Mixer Grinder,Home Appliances,2,4500,9000,Female
100181,16-01-2024,Customer_189,Microwave,Home Appliances,5,12000,60000,Female
100182,16-01-2024,Customer_113,Jeans,Fashion,2,2500,5000,Female
100183,16-01-2024,Customer_350,Microwave,Home Appliances,4,12000,48000,Female
100184,16-01-2024,Customer_343,Mixer Grinder,Home Appliances,3,4500,13500,Female
100185,16-01-2024,Customer_122,Washing Machine,Home Appliances,4,22000,88000,Female
100186,16-01-2024,Customer_206,Microwave,Home Appliances,1,12000,12000,Female
100187,16-01-2024,Customer_191,Headphones,Electronics,2,2500,5000,Male
100188,16-01-2024,Customer_34,Microwave,Home Appliances,2,12000,24000,Female
100189,16-01-2024,Customer_199,T-Shirt,Fashion,1,1200,1200,Female
100190,17-01-2024,Customer_134,T-Shirt,Fashion,1,1200,1200,Male
100191,17-01-2024,Customer_62,Headphones,Electronics,2,2500,5000,Male
100192,17-01-2024,Customer_267,Washing Machine,Home Appliances,5,22000,110000,Male
100193,17-01-2024,Customer_236,Mixer Grinder,Home Appliances,2,4500,9000,Female
100194,17-01-2024,Customer_341,Laptop,Electronics,3,55000,165000,Female
100195,17-01-2024,Customer_195,Jeans,Fashion,2,2500,5000,Male
100196,17-01-2024,Customer_171,Laptop,Electronics,1,55000,55000,Female
100197,18-01-2024,Customer_253,T-Shirt,Fashion,5,1200,6000,Male
100198,18-01-2024,Customer_103,Mixer Grinder,Home Appliances,1,4500,4500,Male
100199,18-01-2024,Customer_325,Headphones,Electronics,4,2500,10000,Female
100200,18-01-2024,Customer_248,Mixer Grinder,Home Appliances,2,4500,9000,Male
100201,18-01-2024,Customer_311,Headphones,Electronics,2,2500,5000,Male
100202,18-01-2024,Customer_347,Washing Machine,Home Appliances,4,22000,88000,Female
100203,18-01-2024,Customer_135,Mobile,Electronics,2,15000,30000,Male
100204,18-01-2024,Customer_11,Mixer Grinder,Home Appliances,3,4500,13500,Female
100205,18-01-2024,Customer_205,T-Shirt,Fashion,2,1200,2400,Female
100206,18-01-2024,Customer_16,Jeans,Fashion,4,2500,10000,Female
100207,19-01-2024,Customer_80,Mixer Grinder,Home Appliances,1,4500,4500,Female
100208,19-01-2024,Customer_333,Shoes,Fashion,1,3000,3000,Female
100209,19-01-2024,Customer_231,Book,Stationery,1,500,500,Female
100210,19-01-2024,Customer_337,Microwave,Home Appliances,1,12000,12000,Female
100211,19-01-2024,Customer_128,Mixer Grinder,Home Appliances,1,4500,4500,Male
100212,19-01-2024,Customer_260,Laptop,Electronics,3,55000,165000,Male
100213,19-01-2024,Customer_134,Mobile,Electronics,4,15000,60000,Female
100214,19-01-2024,Customer_39,Mixer Grinder,Home Appliances,4,4500,18000,Female
100215,19-01-2024,Customer_234,Shoes,Fashion,5,3000,15000,Male
100216,19-01-2024,Customer_130,Mobile,Electronics,1,15000,15000,Male
100217,19-01-2024,Customer_127,Washing Machine,Home Appliances,2,22000,44000,Male
100218,19-01-2024,Customer_102,Jeans,Fashion,3,2500,7500,Female
100219,19-01-2024,Customer_313,Book,Stationery,2,500,1000,Female
100220,19-01-2024,Customer_331,Jeans,Fashion,3,2500,7500,Male
100221,19-01-2024,Customer_300,T-Shirt,Fashion,4,1200,4800,Female
100222,20-01-2024,Customer_15,Jeans,Fashion,1,2500,2500,Male
100223,20-01-2024,Customer_13,Mobile,Electronics,4,15000,60000,Male
100224,20-01-2024,Customer_153,Washing Machine,Home Appliances,1,22000,22000,Male
100225,20-01-2024,Customer_271,T-Shirt,Fashion,1,1200,1200,Male
100226,20-01-2024,Customer_37,Book,Stationery,1,500,500,Female
100227,20-01-2024,Customer_243,T-Shirt,Fashion,5,1200,6000,Female
100228,20-01-2024,Customer_256,T-Shirt,Fashion,5,1200,6000,Female
100229,20-01-2024,Customer_300,Book,Stationery,3,500,1500,Female
100230,20-01-2024,Customer_282,Headphones,Electronics,3,2500,7500,Male
100231,20-01-2024,Customer_60,Washing Machine,Home Appliances,4,22000,88000,Female
100232,20-01-2024,Customer_42,Washing Machine,Home Appliances,3,22000,66000,Female
100233,20-01-2024,Customer_325,Mobile,Electronics,3,15000,45000,Female
100234,20-01-2024,Customer_234,T-Shirt,Fashion,4,1200,4800,Female
100235,20-01-2024,Customer_226,Mixer Grinder,Home Appliances,1,4500,4500,Male
100236,20-01-2024,Customer_252,Headphones,Electronics,4,2500,10000,Female
100237,21-01-2024,Customer_36,Laptop,Electronics,4,55000,220000,Female
100238,21-01-2024,Customer_102,Mixer Grinder,Home Appliances,1,4500,4500,Male
100239,21-01-2024,Customer_20,Mobile,Electronics,3,15000,45000,Male
100240,21-01-2024,Customer_270,Mixer Grinder,Home Appliances,5,4500,22500,Male
100241,21-01-2024,Customer_51,Mobile,Electronics,5,15000,75000,Female
100242,21-01-2024,Customer_350,T-Shirt,Fashion,2,1200,2400,Female
100243,21-01-2024,Customer_248,Mobile,Electronics,5,15000,75000,Male
100244,21-01-2024,Customer_327,Book,Stationery,1,500,500,Male
100245,21-01-2024,Customer_13,Mobile,Electronics,1,15000,15000,Male
100246,21-01-2024,Customer_58,T-Shirt,Fashion,2,1200,2400,Female
100247,22-01-2024,Customer_71,Shoes,Fashion,1,3000,3000,Male
100248,22-01-2024,Customer_188,Book,Stationery,4,500,2000,Male
100249,22-01-2024,Customer_137,Shoes,Fashion,3,3000,9000,Male
100250,22-01-2024,Customer_96,Book,Stationery,4,500,2000,Female
100251,22-01-2024,Customer_48,Microwave,Home Appliances,5,12000,60000,Male
100252,22-01-2024,Customer_25,Laptop,Electronics,2,55000,110000,Female
100253,22-01-2024,Customer_308,Shoes,Fashion,5,3000,15000,Female
100254,22-01-2024,Customer_29,Book,Stationery,1,500,500,Female
100255,23-01-2024,Customer_300,T-Shirt,Fashion,3,1200,3600,Female
100256,23-01-2024,Customer_321,Mobile,Electronics,4,15000,60000,Male
100257,23-01-2024,Customer_305,Mobile,Electronics,3,15000,45000,Male
100258,23-01-2024,Customer_202,Headphones,Electronics,1,2500,2500,Male
100259,23-01-2024,Customer_220,Mobile,Electronics,3,15000,45000,Male
100260,23-01-2024,Customer_98,Mixer Grinder,Home Appliances,3,4500,13500,Male
100261,23-01-2024,Customer_61,Laptop,Electronics,1,55000,55000,Female
100262,23-01-2024,Customer_335,Mixer Grinder,Home Appliances,4,4500,18000,Male
100263,23-01-2024,Customer_36,Mixer Grinder,Home Appliances,2,4500,9000,Female
100264,23-01-2024,Customer_165,Shoes,Fashion,5,3000,15000,Male
100265,23-01-2024,Customer_85,T-Shirt,Fashion,3,1200,3600,Female
100266,24-01-2024,Customer_340,Shoes,Fashion,5,3000,15000,Male
100267,24-01-2024,Customer_40,Shoes,Fashion,3,3000,9000,Male
100268,24-01-2024,Customer_250,Mixer Grinder,Home Appliances,4,4500,18000,Female
100269,24-01-2024,Customer_212,Headphones,Electronics,2,2500,5000,Male
100270,24-01-2024,Customer_141,Washing Machine,Home Appliances,2,22000,44000,Male
100271,24-01-2024,Customer_105,Jeans,Fashion,1,2500,2500,Female
100272,24-01-2024,Customer_317,Mixer Grinder,Home Appliances,4,4500,18000,Female
100273,24-01-2024,Customer_129,Mobile,Electronics,1,15000,15000,Male
100274,24-01-2024,Customer_323,Washing Machine,Home Appliances,4,22000,88000,Female
100275,24-01-2024,Customer_238,Microwave,Home Appliances,1,12000,12000,Female
100276,24-01-2024,Customer_95,Headphones,Electronics,3,2500,7500,Male
100277,24-01-2024,Customer_80,Washing Machine,Home Appliances,2,22000,44000,Male
100278,24-01-2024,Customer_202,T-Shirt,Fashion,5,1200,6000,Male
100279,24-01-2024,Customer_313,Shoes,Fashion,5,3000,15000,Male
100280,24-01-2024,Customer_123,T-Shirt,Fashion,1,1200,1200,Male
100281,24-01-2024,Customer_203,Book,Stationery,2,500,1000,Female
100282,24-01-2024,Customer_186,Jeans,Fashion,1,2500,2500,Female
100283,25-01-2024,Customer_256,Book,Stationery,1,500,500,Male
100284,25-01-2024,Customer_318,Microwave,Home Appliances,2,12000,24000,Female
100285,25-01-2024,Customer_173,Jeans,Fashion,5,2500,12500,Male
100286,25-01-2024,Customer_334,Shoes,Fashion,2,3000,6000,Male
100287,25-01-2024,Customer_296,Washing Machine,Home Appliances,1,22000,22000,Male
100288,25-01-2024,Customer_53,Jeans,Fashion,4,2500,10000,Male
100289,25-01-2024,Customer_132,Book,Stationery,4,500,2000,Male
100290,25-01-2024,Customer_141,Laptop,Electronics,1,55000,55000,Female
100291,25-01-2024,Customer_277,Jeans,Fashion,5,2500,12500,Female
100292,25-01-2024,Customer_34,Book,Stationery,2,500,1000,Female
100293,26-01-2024,Customer_124,Microwave,Home Appliances,1,12000,12000,Female
100294,26-01-2024,Customer_190,Microwave,Home Appliances,2,12000,24000,Female
100295,26-01-2024,Customer_254,Mixer Grinder,Home Appliances,5,4500,22500,Female
100296,26-01-2024,Customer_239,Microwave,Home Appliances,2,12000,24000,Male
100297,26-01-2024,Customer_113,T-Shirt,Fashion,5,1200,6000,Female
100298,26-01-2024,Customer_285,Microwave,Home Appliances,4,12000,48000,Male
100299,26-01-2024,Customer_262,Headphones,Electronics,1,2500,2500,Female
100300,26-01-2024,Customer_233,Mobile,Electronics,2,15000,30000,Female
100301,26-01-2024,Customer_126,Mobile,Electronics,1,15000,15000,Female
100302,27-01-2024,Customer_224,Mixer Grinder,Home Appliances,2,4500,9000,Female
100303,27-01-2024,Customer_32,Headphones,Electronics,4,2500,10000,Female
100304,27-01-2024,Customer_308,Headphones,Electronics,4,2500,10000,Male
100305,27-01-2024,Customer_342,Microwave,Home Appliances,1,12000,12000,Male
100306,27-01-2024,Customer_288,Shoes,Fashion,1,3000,3000,Female
100307,27-01-2024,Customer_219,Mixer Grinder,Home Appliances,2,4500,9000,Male
100308,27-01-2024,Customer_180,Book,Stationery,1,500,500,Male
100309,28-01-2024,Customer_24,T-Shirt,Fashion,4,1200,4800,Male
100310,28-01-2024,Customer_61,Shoes,Fashion,4,3000,12000,Male
100311,28-01-2024,Customer_96,Mobile,Electronics,3,15000,45000,Male
100312,28-01-2024,Customer_202,T-Shirt,Fashion,1,1200,1200,Female
100313,28-01-2024,Customer_32,Washing Machine,Home Appliances,3,22000,66000,Male
100314,28-01-2024,Customer_220,Microwave,Home Appliances,2,12000,24000,Male
100315,28-01-2024,Customer_104,Microwave,Home Appliances,1,12000,12000,Male
100316,28-01-2024,Customer_52,T-Shirt,Fashion,5,1200,6000,Male
100317,28-01-2024,Customer_253,Mixer Grinder,Home Appliances,4,4500,18000,Female
100318,29-01-2024,Customer_193,Laptop,Electronics,4,55000,220000,Female
100319,29-01-2024,Customer_3,Headphones,Electronics,2,2500,5000,Female
100320,29-01-2024,Customer_13,Laptop,Electronics,3,55000,165000,Male
100321,29-01-2024,Customer_237,Mixer Grinder,Home Appliances,5,4500,22500,Male
100322,29-01-2024,Customer_108,Book,Stationery,4,500,2000,Male
100323,29-01-2024,Customer_105,Washing Machine,Home Appliances,2,22000,44000,Male
100324,29-01-2024,Customer_79,Shoes,Fashion,2,3000,6000,Female
100325,29-01-2024,Customer_65,Microwave,Home Appliances,3,12000,36000,Female
100326,29-01-2024,Customer_341,Microwave,Home Appliances,4,12000,48000,Male
100327,29-01-2024,Customer_289,Shoes,Fashion,2,3000,6000,Male
100328,29-01-2024,Customer_263,Jeans,Fashion,3,2500,7500,Female
100329,29-01-2024,Customer_279,Washing Machine,Home Appliances,1,22000,22000,Female
100330,30-01-2024,Customer_176,Mobile,Electronics,4,15000,60000,Male
100331,30-01-2024,Customer_349,Jeans,Fashion,1,2500,2500,Male
100332,30-01-2024,Customer_339,Book,Stationery,2,500,1000,Female
100333,30-01-2024,Customer_16,Mixer Grinder,Home Appliances,3,4500,13500,Female
100334,30-01-2024,Customer_188,Jeans,Fashion,5,2500,12500,Male
100335,30-01-2024,Customer_292,Laptop,Electronics,5,55000,275000,Male
100336,30-01-2024,Customer_50,Headphones,Electronics,5,2500,12500,Male
100337,30-01-2024,Customer_237,T-Shirt,Fashion,4,1200,4800,Male
100338,30-01-2024,Customer_263,Mixer Grinder,Home Appliances,4,4500,18000,Male
100339,30-01-2024,Customer_270,Jeans,Fashion,3,2500,7500,Female
100340,30-01-2024,Customer_289,Jeans,Fashion,5,2500,12500,Female
100341,31-01-2024,Customer_168,Headphones,Electronics,3,2500,7500,Female
100342,31-01-2024,Customer_246,Jeans,Fashion,5,2500,12500,Female
100343,31-01-2024,Customer_176,Washing Machine,Home Appliances,1,22000,22000,Male
100344,31-01-2024,Customer_296,Mixer Grinder,Home Appliances,4,4500,18000,Female
100345,31-01-2024,Customer_147,Shoes,Fashion,3,3000,9000,Female
100346,31-01-2024,Customer_139,Mobile,Electronics,4,15000,60000,Male
100347,31-01-2024,Customer_42,Book,Stationery,1,500,500,Male
100348,31-01-2024,Customer_183,Jeans,Fashion,4,2500,10000,Female
100349,31-01-2024,Customer_169,Book,Stationery,4,500,2000,Male
100350,31-01-2024,Customer_167,Microwave,Home Appliances,4,12000,48000,Male
100351,01-02-2024,Customer_264,Washing Machine,Home Appliances,1,22000,22000,Female
100352,01-02-2024,Customer_1,Headphones,Electronics,4,2500,10000,Male
100353,01-02-2024,Customer_101,Microwave,Home Appliances,3,12000,36000,Male
100354,01-02-2024,Customer_102,Washing Machine,Home Appliances,4,22000,88000,Female
100355,01-02-2024,Customer_231,Jeans,Fashion,3,2500,7500,Male
100356,01-02-2024,Customer_3,Mixer Grinder,Home Appliances,5,4500,22500,Male
100357,01-02-2024,Customer_343,Book,Stationery,4,500,2000,Male
100358,01-02-2024,Customer_11,Headphones,Electronics,3,2500,7500,Female
100359,01-02-2024,Customer_198,Jeans,Fashion,5,2500,12500,Male
100360,02-02-2024,Customer_147,T-Shirt,Fashion,4,1200,4800,Male
100361,02-02-2024,Customer_80,Jeans,Fashion,3,2500,7500,Male
100362,02-02-2024,Customer_211,Headphones,Electronics,2,2500,5000,Male
100363,02-02-2024,Customer_3,Microwave,Home Appliances,1,12000,12000,Female
100364,02-02-2024,Customer_158,Shoes,Fashion,5,3000,15000,Female
